timestamp,dry_run,balance,rollover_source,window_start_utc,window_end_utc,symbol,ticket,position_volume,profit,swap,fee,net_profit,target_profit,closed,message
2026-04-10T20:36:49.589043+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:37:49.620807+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:38:49.656322+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:39:49.690308+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:40:49.724386+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:41:49.754983+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:42:49.785341+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:43:49.816365+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:44:49.850803+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:45:49.883746+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:46:49.919871+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:47:49.948860+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:48:49.982644+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:49:50.012289+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:50:50.045567+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:51:50.075097+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:52:50.108778+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:53:50.144115+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:54:50.176195+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
2026-04-10T20:55:50.212313+00:00,False,4229.98,env_manual_window,2026-04-10T22:30:00+00:00,2026-04-10T23:30:00+00:00,,,,,,,,,False,Skipped: outside fixed swap block window
